PlateIDs,Strain,Specie,Well,Plate,Media,Replicates,Compound,Description,KEGG ID,CAS ID,Max Resp,Max Resp Rate,Time till max resp rate,AUC,Growth,Control Well Growth_x,Control Well Growth_y
ECP1,BW25113wt,E. coli,C01,PM05,IF0a-NaSuccinate-Fe Citrate,R2,L-Proline,Nutritional supplement,C00148,CAS 147-85-3,255.54213791668778,15.211157538460725,46.25,8636.469364610412,1,1,1
ECP1,BW25113wt,E. coli,C02,PM05,IF0a-NaSuccinate-Fe Citrate,R2,L-Serine,Nutritional supplement,C00065,CAS 56-45-1,254.12441981149962,11.79397580682317,46.75,7672.904431214134,1,1,1
ECP1,BW25113wt,E. coli,C03,PM05,IF0a-NaSuccinate-Fe Citrate,R2,L-Threonine,Nutritional supplement,C00188,CAS 72-19-5,243.11327278006306,16.242359893072262,45.25,7735.798102765852,1,1,1
ECP1,BW25113wt,E. coli,C04,PM05,IF0a-NaSuccinate-Fe Citrate,R2,L-Tryptophan,Nutritional supplement,C00078,CAS 73-22-3,253.3212369109249,11.122177140416042,46.0,7519.6009078329835,1,1,1
ECP1,BW25113wt,E. coli,C05,PM05,IF0a-NaSuccinate-Fe Citrate,R2,L-Tyrosine,Nutritional supplement,C00082,CAS 60-18-4,258.3556793453428,11.224442423076255,48.0,7733.226051950451,1,1,1
ECP1,BW25113wt,E. coli,C06,PM05,IF0a-NaSuccinate-Fe Citrate,R2,L-Valine,Nutritional supplement,C00183,CAS 72-18-4,163.97682077964654,5.567914019230486,48.0,3942.511566203196,1,1,1
ECP1,BW25113wt,E. coli,C07,PM05,IF0a-NaSuccinate-Fe Citrate,R2,L-Isoleucine + L-Valine,Nutritional supplement,C00407,CAS 73-32-5,245.9514074009514,10.505752769229957,46.0,7156.739527529451,1,1,1
ECP1,BW25113wt,E. coli,C08,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Hydroxy-L-Proline,Nutritional supplement,C01015,CAS 51-35-4,249.57362811107288,10.606398346153298,45.75,7317.605011419577,1,1,1
ECP1,BW25113wt,E. coli,C09,PM05,IF0a-NaSuccinate-Fe Citrate,R2,(5) 4-Amino-Imidazole-4(5)-Carboxamide,Nutritional supplement,C04051,CAS 72-40-2,252.2611319895938,13.071051598487173,45.75,7722.045904218552,1,1,1
ECP1,BW25113wt,E. coli,C10,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Hypoxanthine,Nutritional supplement,C00262,CAS 68-94-0,235.17329699919998,16.358649783237524,45.5,7386.223397752534,1,1,1
ECP1,BW25113wt,E. coli,C11,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Inosine,Nutritional supplement,C00294,CAS 58-63-9,231.84122041893522,19.66774317276804,46.75,8155.721380812492,1,1,1
ECP1,BW25113wt,E. coli,C12,PM05,IF0a-NaSuccinate-Fe Citrate,R2,2`-Deoxyinosine,Nutritional supplement,C05512,CAS 890-38-0,271.82517744073334,19.70187558592758,45.25,9407.418251180732,1,1,1
ECP1,BW25113wt,E. coli,D01,PM05,IF0a-NaSuccinate-Fe Citrate,R2,L-Ornithine,Nutritional supplement,C00077,CAS 3184-13-2,251.16797469735693,13.802758365383738,44.75,8310.480123362579,1,1,1
ECP1,BW25113wt,E. coli,D02,PM05,IF0a-NaSuccinate-Fe Citrate,R2,L-Citrulline,Nutritional supplement,C00327,CAS 372-75-8,253.33884864304633,9.35209671153791,48.0,7274.02052143913,1,1,1
ECP1,BW25113wt,E. coli,D03,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Chorismic acid,Nutritional supplement,C00251,CAS 617-12-9,245.31042660292,11.55157580821492,48.0,7350.788253772138,1,1,1
ECP1,BW25113wt,E. coli,D04,PM05,IF0a-NaSuccinate-Fe Citrate,R2,(-)Shikimic acid,Nutritional supplement,C00493,CAS 138-59-0,255.01889032459675,11.336839365383867,48.0,7564.171825399097,1,1,1
ECP1,BW25113wt,E. coli,D05,PM05,IF0a-NaSuccinate-Fe Citrate,R2,L-Homoserine Lactone,Nutritional supplement,,CAS 2185-02-6,260.1192137164093,14.951506811018362,46.0,8029.769931804334,1,1,1
ECP1,BW25113wt,E. coli,D06,PM05,IF0a-NaSuccinate-Fe Citrate,R2,D-Alanine,Nutritional supplement,C00133,CAS 338-69-2,256.4941654152498,13.526604645469718,46.25,7713.220927927963,1,1,1
ECP1,BW25113wt,E. coli,D07,PM05,IF0a-NaSuccinate-Fe Citrate,R2,D-Aspartic acid,Nutritional supplement,C00402,CAS 1783-96-6,247.26912486097078,10.772392711537947,47.5,7004.950650167765,1,1,1
ECP1,BW25113wt,E. coli,D08,PM05,IF0a-NaSuccinate-Fe Citrate,R2,D-Glutamic acid,Nutritional supplement,C00217,CAS 6893-26-1,258.36296885750886,11.091788134816582,48.0,7528.447246529506,1,1,1
ECP1,BW25113wt,E. coli,D09,PM05,IF0a-NaSuccinate-Fe Citrate,R2,"DL-Diamino-a,e-Pimelic acid",Nutritional supplement,C00680,CAS 2577-62-0,250.73648585518305,11.329382779986688,46.75,7461.57262407604,1,1,1
ECP1,BW25113wt,E. coli,D10,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Cytosine,Nutritional supplement,C00380,CAS 71-30-7,259.1654352924103,12.257875507223872,48.0,7992.597100125707,1,1,1
ECP1,BW25113wt,E. coli,D11,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Cytidine,Nutritional supplement,C00475,CAS 6018-48-0,260.0980591502653,20.0204339849912,45.25,8897.62716610128,1,1,1
ECP1,BW25113wt,E. coli,D12,PM05,IF0a-NaSuccinate-Fe Citrate,R2,2`-Deoxycytidine,Nutritional supplement,C00881,CAS 951-77-9,279.0325047081833,21.368164211160376,44.75,9760.503223525493,1,1,1
ECP1,BW25113wt,E. coli,E01,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Putrescine,Nutritional supplement,C00134,CAS 333-93-7,253.90018693190308,14.74695576923017,45.0,8435.146140168808,1,1,1
ECP1,BW25113wt,E. coli,E02,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Spermidine,Nutritional supplement,C00315,CAS 334-50-9,265.8393324186801,10.910937538461326,48.0,7863.080618989054,1,1,1
ECP1,BW25113wt,E. coli,E03,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Spermine,Nutritional supplement,C00750,CAS 306-67-2,262.2875810414421,13.532008596153332,46.0,8016.130252429331,1,1,1
ECP1,BW25113wt,E. coli,E04,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Pyridoxine,Nutritional supplement,C00314,CAS 58-56-0,256.80053760105835,11.468913596153186,46.0,7385.465889552873,1,1,1
ECP1,BW25113wt,E. coli,E05,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Pyridoxal,Nutritional supplement,C00250,CAS 65-22-5,251.59860960312253,10.572210288460894,46.0,7130.547814027402,1,1,1
ECP1,BW25113wt,E. coli,E06,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Pyridoxamine,Nutritional supplement,C00534,CAS 524-36-7,255.85101076277698,11.192467653845569,45.75,7303.932611152459,1,1,1
ECP1,BW25113wt,E. coli,E07,PM05,IF0a-NaSuccinate-Fe Citrate,R2,b-Alanine,Nutritional supplement,C00099,CAS 107-95-9,251.44283973509533,10.934501442307095,46.5,7316.18068715502,1,1,1
ECP1,BW25113wt,E. coli,E08,PM05,IF0a-NaSuccinate-Fe Citrate,R2,D-Pantothenic acid,Nutritional supplement,C00864,CAS 137-08-6,251.9796151611126,10.631757865383861,45.75,7268.7397669606,1,1,1
ECP1,BW25113wt,E. coli,E09,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Orotic acid,Nutritional supplement,C00295,CAS 154-85-8,255.28506388047467,11.040018999999432,48.0,7466.489670017325,1,1,1
ECP1,BW25113wt,E. coli,E10,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Uracil,Nutritional supplement,C00106,CAS 66-22-8,254.87059832101497,12.851991115383896,46.5,7821.906054948784,1,1,1
ECP1,BW25113wt,E. coli,E11,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Uridine,Nutritional supplement,C00299,CAS 58-96-8,253.03534413546555,22.96562415008691,46.75,8970.845862283208,1,1,1
ECP1,BW25113wt,E. coli,E12,PM05,IF0a-NaSuccinate-Fe Citrate,R2,2`-Deoxyuridine,Nutritional supplement,C00526,CAS 951-78-0,284.4109097809591,21.084437369760735,44.75,10082.674420221847,1,1,1
ECP1,BW25113wt,E. coli,F01,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Quinolinic acid,Nutritional supplement,C03722,CAS 89-00-9,250.3200041527795,14.852571673076,45.0,8450.755247791723,1,1,1
ECP1,BW25113wt,E. coli,F02,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Nicotinic acid,Nutritional supplement,C00253,CAS 59-67-6,265.4617583600162,14.298823743389818,46.5,8433.411544178602,1,1,1
ECP1,BW25113wt,E. coli,F03,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Nicotinamide,Nutritional supplement,C00153,CAS 98-92-0,253.91695609018487,13.728708288351129,45.25,7943.736067886048,1,1,1
ECP1,BW25113wt,E. coli,F04,PM05,IF0a-NaSuccinate-Fe Citrate,R2,b-Nicotinamide Adenine Dinucleotide,Nutritional supplement,C00003,CAS 53-84-9,259.37330562671883,17.051652998416728,47.5,8182.773042603394,1,1,1
ECP1,BW25113wt,E. coli,F05,PM05,IF0a-NaSuccinate-Fe Citrate,R2,d-Amino-levulinic acid,Nutritional supplement,,CAS 5451-09-2,254.5291987606497,11.055304557691699,45.5,7200.347643217811,1,1,1
ECP1,BW25113wt,E. coli,F06,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Hematin,Nutritional supplement,,CAS 15489-90-4,252.35295626285492,10.319155961537831,45.25,7162.717245217567,1,1,1
ECP1,BW25113wt,E. coli,F07,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Deferoxamine,Nutritional supplement,C06940,CAS 138-14-7,258.0139146888041,10.022247423076351,47.25,7219.797275995055,1,1,1
ECP1,BW25113wt,E. coli,F08,PM05,IF0a-NaSuccinate-Fe Citrate,R2,a-D-Glucose,Nutritional supplement,C00031,CAS 50-99-7,260.35689902990214,16.810022258852115,46.0,8402.855877516238,1,1,1
ECP1,BW25113wt,E. coli,F09,PM05,IF0a-NaSuccinate-Fe Citrate,R2,N-Acetyl-D-Glucosamine,Nutritional supplement,C00140,CAS 7512-17-6,256.0048286796832,15.277109341150435,45.5,7979.665033553747,1,1,1
ECP1,BW25113wt,E. coli,F10,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Thymine,Nutritional supplement,C00178,CAS 65-71-4,249.63514490700135,10.368092307691683,46.5,7386.326265541698,1,1,1
ECP1,BW25113wt,E. coli,F11,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Glutathione,Nutritional supplement,C00051,CAS 70-18-8,256.2529902620562,17.150152160039823,45.75,8195.721737316457,1,1,1
ECP1,BW25113wt,E. coli,F12,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Thymidine,Nutritional supplement,C00214,CAS 50-89-5,278.31059472988164,20.325781350701448,47.75,9784.529994878694,1,1,1
ECP1,BW25113wt,E. coli,G01,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Oxaloacetic acid,Nutritional supplement,C00036,CAS 328-42-7,262.44598974517703,15.77365629538508,32.75,9102.40974018581,1,1,1
ECP1,BW25113wt,E. coli,G02,PM05,IF0a-NaSuccinate-Fe Citrate,R2,D-Biotin,Nutritional supplement,C00120,CAS 58-85-5,261.0146702858629,13.000268173075995,45.5,7883.347941480453,1,1,1
ECP1,BW25113wt,E. coli,G03,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Cyanocobalamin,Nutritional supplement,C02823,CAS 68-19-9,266.1853990318448,12.25024584615312,48.0,8008.762625281992,1,1,1
ECP1,BW25113wt,E. coli,G04,PM05,IF0a-NaSuccinate-Fe Citrate,R2,p-Amino-Benzoic acid,Nutritional supplement,C00568,CAS 555-06-6,251.63696837937297,11.109581999999364,45.25,7463.959441172417,1,1,1
ECP1,BW25113wt,E. coli,G05,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Folic acid,Nutritional supplement,C00504,CAS 59-30-3,255.5006144960301,11.545699769229884,48.0,7307.253304858699,1,1,1
ECP1,BW25113wt,E. coli,G06,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Inosine + Thiamine,Nutritional supplement,C00294,CAS 58-63-9,261.5010087850846,21.810411159570265,46.25,8881.153172543072,1,1,1
ECP1,BW25113wt,E. coli,G07,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Thiamine,Nutritional supplement,C00378,CAS 67-03-8,255.23749909273315,11.194866865383972,45.75,7420.748875923669,1,1,1
ECP1,BW25113wt,E. coli,G08,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Thiamine Pyrophosphate,Nutritional supplement,C00068,CAS 154-87-0,253.15522345530647,10.924961192306995,48.0,7411.777694115874,1,1,1
ECP1,BW25113wt,E. coli,G09,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Riboflavin,Nutritional supplement,C00255,CAS 83-88-5,247.19799538576981,9.842556384614852,46.25,7141.901893798349,1,1,1
ECP1,BW25113wt,E. coli,G10,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Pyrrolo-Quinoline Quinone,Nutritional supplement,C00113,CAS 72909-34-3,252.30019485392305,10.892787040482403,48.0,7448.2186585181935,1,1,1
ECP1,BW25113wt,E. coli,G11,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Menadione,Nutritional supplement,C05377,CAS 130-37-0,261.80795656201553,11.51076819230704,44.0,8038.36732614489,1,1,1
ECP1,BW25113wt,E. coli,G12,PM05,IF0a-NaSuccinate-Fe Citrate,R2,m-Inositol,Nutritional supplement,C00137,CAS 87-89-8,273.96287415347905,15.126002134614396,46.0,9030.435590209518,1,1,1
ECP1,BW25113wt,E. coli,H01,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Butyric acid,Nutritional supplement,C00246,CAS 156-54-7,243.54347214421657,17.60918465384532,26.5,8430.687960093885,1,1,1
ECP1,BW25113wt,E. coli,H02,PM05,IF0a-NaSuccinate-Fe Citrate,R2,a-Hydroxybutyric acid,Nutritional supplement,C05984,CAS 19054-57-0,279.1124002499483,17.807884923075846,45.75,8983.791147954378,1,1,1
ECP1,BW25113wt,E. coli,H03,PM05,IF0a-NaSuccinate-Fe Citrate,R2,a-Ketobutyric acid,Nutritional supplement,C00109,CAS 2013-26-5,240.1166039153834,15.623668692306694,46.0,7895.694723440745,1,1,1
ECP1,BW25113wt,E. coli,H04,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Caprylic acid,Nutritional supplement,C06423,CAS 1984-06-1,279.775410203701,14.625844942306912,46.0,8705.811830100436,1,1,1
ECP1,BW25113wt,E. coli,H05,PM05,IF0a-NaSuccinate-Fe Citrate,R2,DL-Thioctic acid,Nutritional supplement,C00725,CAS 1077-28-7,274.04965923412476,15.884971249999069,46.0,8729.255446151808,1,1,1
ECP1,BW25113wt,E. coli,H06,PM05,IF0a-NaSuccinate-Fe Citrate,R2,DL-Mevalonic acid Lactone,Nutritional supplement,C02104,CAS 674-26-0,274.5152634318284,15.889759499998945,46.0,8650.06045439562,1,1,1
ECP1,BW25113wt,E. coli,H07,PM05,IF0a-NaSuccinate-Fe Citrate,R2,DL-Carnitine,Nutritional supplement,C00487,CAS 461-05-2,278.9941575674969,14.417217711537546,46.0,8598.568954258362,1,1,1
ECP1,BW25113wt,E. coli,H08,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Choline,Nutritional supplement,C00114,CAS 77-91-8,269.38488328625357,13.8517674038454,45.75,8445.981224084666,1,1,1
ECP1,BW25113wt,E. coli,H09,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Tween 20,Nutritional supplement,C11624,CAS 9005-64-5,250.7263766578507,14.982770519229575,45.5,8101.403685367133,1,1,1
ECP1,BW25113wt,E. coli,H10,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Tween 40,Nutritional supplement,D05566,CAS 9005-66-7,248.60760900913502,14.39128632692234,48.0,8067.17878712653,1,1,1
ECP1,BW25113wt,E. coli,H11,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Tween 60,Nutritional supplement,D05567,CAS 9005-67-8,252.3822152396021,15.739581634614638,46.75,8437.050978568797,1,1,1
ECP1,BW25113wt,E. coli,H12,PM05,IF0a-NaSuccinate-Fe Citrate,R2,Tween 80,Nutritional supplement,C11625,CAS 9005-65-6,248.88154707805242,16.079183634614253,45.0,8892.271827130682,1,1,1
ECP2,hisJ,E. coli,A01,PM05,IF0a-NaSuccinate-Fe Citrate,R1,Negative Control,"Nutritional supplement, Negative control",,CAS Negative Control,258.1662073701773,18.0659064606549,28.0,9193.249355093485,1,1,1
ECP2,hisJ,E. coli,A02,PM05,IF0a-NaSuccinate-Fe Citrate,R1,Positive Control,"Nutritional supplement, Positive control",,CAS Luria Broth,234.7392625432556,14.831490913411173,28.75,8007.894032751771,1,1,1
ECP2,hisJ,E. coli,A03,PM05,IF0a-NaSuccinate-Fe Citrate,R1,L-Alanine,Nutritional supplement,C00041,CAS 56-41-7,262.8318873743705,19.983989546518046,48.0,8822.109825913885,1,1,1
ECP2,hisJ,E. coli,A04,PM05,IF0a-NaSuccinate-Fe Citrate,R1,L-Arginine,Nutritional supplement,C00062,CAS 1119-34-2,253.7758982800535,17.577351403845,45.25,8410.326839906116,1,1,1
ECP2,hisJ,E. coli,A05,PM05,IF0a-NaSuccinate-Fe Citrate,R1,L-Asparagine,Nutritional supplement,C00152,CAS 70-47-3,254.77641768428253,16.748999626432763,48.0,8363.61769975278,1,1,1
ECP2,hisJ,E. coli,A06,PM05,IF0a-NaSuccinate-Fe Citrate,R1,L-Aspartic acid,Nutritional supplement,C00049,CAS 3792-50-5,272.86207521787475,18.28619149941852,47.25,9001.82946899983,1,1,1
ECP2,hisJ,E. coli,A07,PM05,IF0a-NaSuccinate-Fe Citrate,R1,L-Cysteine,Nutritional supplement,C00097,CAS 7048-04-6,264.17537742190245,15.818869346152951,45.0,8455.823158502397,1,1,1
ECP2,hisJ,E. coli,A08,PM05,IF0a-NaSuccinate-Fe Citrate,R1,L-Glutamic acid,Nutritional supplement,C00025,CAS 6106-04-3,263.0927864978073,17.378735605898086,44.5,8685.722595091054,1,1,1
ECP2,hisJ,E. coli,A09,PM05,IF0a-NaSuccinate-Fe Citrate,R1,"Adenosine 3`,5`-Cyclic Monophosphate",Nutritional supplement,C00575,CAS 37839-81-9,255.25142149033178,15.150552326922195,45.25,8272.62140229771,1,1,1
ECP2,hisJ,E. coli,A10,PM05,IF0a-NaSuccinate-Fe Citrate,R1,Adenine,Nutritional supplement,C00147,CAS 6055-72-7,255.8996408598993,15.256773419232502,48.0,8099.531319287045,1,1,1
ECP2,hisJ,E. coli,A11,PM05,IF0a-NaSuccinate-Fe Citrate,R1,Adenosine,Nutritional supplement,C00212,CAS 58-61-7,261.67733717378746,20.450296098558397,47.75,8832.156243534528,1,1,1
ECP2,hisJ,E. coli,A12,PM05,IF0a-NaSuccinate-Fe Citrate,R1,2`-Deoxyadenosine,Nutritional supplement,C00559,CAS 16373-93-6,269.6221015473402,16.06237440639447,48.0,9250.231869051102,1,1,1
ECP2,hisJ,E. coli,B01,PM05,IF0a-NaSuccinate-Fe Citrate,R1,L-Glutamine,Nutritional supplement,C00064,CAS 56-85-9,263.71695004115105,17.79785851922975,48.0,9214.743738379399,1,1,1
ECP2,hisJ,E. coli,B02,PM05,IF0a-NaSuccinate-Fe Citrate,R1,Glycine,Nutritional supplement,C00037,CAS 56-40-6,244.4851310480627,16.493500710901287,33.75,7774.101761465432,1,1,1
ECP2,hisJ,E. coli,B03,PM05,IF0a-NaSuccinate-Fe Citrate,R1,L-Histidine,Nutritional supplement,C00135,CAS 5934-29-2,252.8574247002098,15.446719474128258,44.25,7860.968874262728,1,1,1
ECP2,hisJ,E. coli,B04,PM05,IF0a-NaSuccinate-Fe Citrate,R1,L-Isoleucine,Nutritional supplement,C00407,CAS 73-32-5,251.15527438388355,14.838002505777112,44.0,7819.561961548148,1,1,1
ECP2,hisJ,E. coli,B05,PM05,IF0a-NaSuccinate-Fe Citrate,R1,L-Leucine,Nutritional supplement,C00123,CAS 61-90-5,257.1150542072377,13.374292000756498,44.0,7939.194107871058,1,1,1
ECP2,hisJ,E. coli,B06,PM05,IF0a-NaSuccinate-Fe Citrate,R1,L-Lysine,Nutritional supplement,C00047,CAS 657-27-2,263.87572260347036,13.171008149486369,44.5,8256.512923489907,1,1,1
ECP2,hisJ,E. coli,B07,PM05,IF0a-NaSuccinate-Fe Citrate,R1,L-Methionine,Nutritional supplement,C00073,CAS 63-68-3,264.92760985067036,16.026537423076093,45.75,8307.505632091177,1,1,1
ECP2,hisJ,E. coli,B08,PM05,IF0a-NaSuccinate-Fe Citrate,R1,L-Phenylalanine,Nutritional supplement,C00079,CAS 63-91-2,259.1365087974048,15.07494884173866,48.0,8105.827706243395,1,1,1
ECP2,hisJ,E. coli,B09,PM05,IF0a-NaSuccinate-Fe Citrate,R1,"Guanosine 3`,5`-Cyclic Monophosphate",Nutritional supplement,C00942,CAS 40732-48-7,254.76696231947403,15.5928447953264,48.0,7886.460283059663,1,1,1
ECP2,hisJ,E. coli,B10,PM05,IF0a-NaSuccinate-Fe Citrate,R1,Guanine,Nutritional supplement,C00242,CAS 10333-92-3,256.7307850039722,16.23947437364623,45.75,7976.162688328194,1,1,1
ECP2,hisJ,E. coli,B11,PM05,IF0a-NaSuccinate-Fe Citrate,R1,Guanosine,Nutritional supplement,C00387,CAS 118-00-3,251.9726652669636,18.493199000055142,44.5,8186.284576156989,1,1,1
ECP2,hisJ,E. coli,B12,PM05,IF0a-NaSuccinate-Fe Citrate,R1,2`-Deoxyguanosine,Nutritional supplement,C00330,CAS 961-07-9,275.14553933953755,20.239923096152836,48.0,9452.669471510693,1,1,1
ECP2,hisJ,E. coli,C01,PM05,IF0a-NaSuccinate-Fe Citrate,R1,L-Proline,Nutritional supplement,C00148,CAS 147-85-3,240.93784368125546,15.641111557691545,45.75,8227.353913058374,1,1,1
ECP2,hisJ,E. coli,C02,PM05,IF0a-NaSuccinate-Fe Citrate,R1,L-Serine,Nutritional supplement,C00065,CAS 56-45-1,244.82348044286837,15.896968235021944,43.75,7846.080698448493,1,1,1
ECP2,hisJ,E. coli,C03,PM05,IF0a-NaSuccinate-Fe Citrate,R1,L-Threonine,Nutritional supplement,C00188,CAS 72-19-5,259.1857874213204,17.243556194198902,45.5,8118.151696289254,1,1,1
ECP2,hisJ,E. coli,C04,PM05,IF0a-NaSuccinate-Fe Citrate,R1,L-Tryptophan,Nutritional supplement,C00078,CAS 73-22-3,264.5476108660683,15.652762992526533,47.25,8337.230629678856,1,1,1
ECP2,hisJ,E. coli,C05,PM05,IF0a-NaSuccinate-Fe Citrate,R1,L-Tyrosine,Nutritional supplement,C00082,CAS 60-18-4,264.04002486331433,15.015661769213807,48.0,8298.991057041938,1,1,1
ECP2,hisJ,E. coli,C06,PM05,IF0a-NaSuccinate-Fe Citrate,R1,L-Valine,Nutritional supplement,C00183,CAS 72-18-4,166.2105947402034,8.795159666658051,48.0,4584.809864820157,1,1,1
ECP2,hisJ,E. coli,C07,PM05,IF0a-NaSuccinate-Fe Citrate,R1,L-Isoleucine + L-Valine,Nutritional supplement,C00407,CAS 73-32-5,257.4518032616507,14.886363326922208,46.0,8187.805236898084,1,1,1
ECP2,hisJ,E. coli,C08,PM05,IF0a-NaSuccinate-Fe Citrate,R1,Hydroxy-L-Proline,Nutritional supplement,C01015,CAS 51-35-4,257.5792237708531,15.293675644000047,48.0,8047.633423868188,1,1,1
ECP2,hisJ,E. coli,C09,PM05,IF0a-NaSuccinate-Fe Citrate,R1,(5) 4-Amino-Imidazole-4(5)-Carboxamide,Nutritional supplement,C04051,CAS 72-40-2,267.9752609305898,12.439352461537908,48.0,8414.918609952292,1,1,1
ECP2,hisJ,E. coli,C10,PM05,IF0a-NaSuccinate-Fe Citrate,R1,Hypoxanthine,Nutritional supplement,C00262,CAS 68-94-0,253.93964168940514,14.916943755911149,48.0,7846.909059046857,1,1,1
ECP2,hisJ,E. coli,C11,PM05,IF0a-NaSuccinate-Fe Citrate,R1,Inosine,Nutritional supplement,C00294,CAS 58-63-9,253.56504931614455,18.151192504075937,48.0,8221.770653014832,1,1,1
ECP2,hisJ,E. coli,C12,PM05,IF0a-NaSuccinate-Fe Citrate,R1,2`-Deoxyinosine,Nutritional supplement,C05512,CAS 890-38-0,265.6128778444462,16.14109203778071,48.0,8926.808257548193,1,1,1
ECP2,hisJ,E. coli,D01,PM05,IF0a-NaSuccinate-Fe Citrate,R1,L-Ornithine,Nutritional supplement,C00077,CAS 3184-13-2,265.96602835033184,17.774299108931388,45.5,9197.274915249807,1,1,1
ECP2,hisJ,E. coli,D02,PM05,IF0a-NaSuccinate-Fe Citrate,R1,L-Citrulline,Nutritional supplement,C00327,CAS 372-75-8,242.7399496611418,14.406759723414126,44.5,7577.705886504059,1,1,1
ECP2,hisJ,E. coli,D03,PM05,IF0a-NaSuccinate-Fe Citrate,R1,Chorismic acid,Nutritional supplement,C00251,CAS 617-12-9,252.54260121242035,13.826840701915472,45.0,7982.072548185808,1,1,1
ECP2,hisJ,E. coli,D04,PM05,IF0a-NaSuccinate-Fe Citrate,R1,(-)Shikimic acid,Nutritional supplement,C00493,CAS 138-59-0,271.5593043616496,15.945905515694477,48.0,8541.74525736412,1,1,1
ECP2,hisJ,E. coli,D05,PM05,IF0a-NaSuccinate-Fe Citrate,R1,L-Homoserine Lactone,Nutritional supplement,,CAS 2185-02-6,262.77657411389043,16.913628450072423,48.0,8316.661646884524,1,1,1
ECP2,hisJ,E. coli,D06,PM05,IF0a-NaSuccinate-Fe Citrate,R1,D-Alanine,Nutritional supplement,C00133,CAS 338-69-2,261.4188855767096,15.572684746769795,48.0,8212.82224364201,1,1,1
ECP2,hisJ,E. coli,D07,PM05,IF0a-NaSuccinate-Fe Citrate,R1,D-Aspartic acid,Nutritional supplement,C00402,CAS 1783-96-6,263.5913058139501,14.793662468395581,47.5,8270.672054984036,1,1,1
ECP2,hisJ,E. coli,D08,PM05,IF0a-NaSuccinate-Fe Citrate,R1,D-Glutamic acid,Nutritional supplement,C00217,CAS 6893-26-1,264.34471825164513,13.882381871821721,47.25,8238.772716363848,1,1,1
ECP2,hisJ,E. coli,D09,PM05,IF0a-NaSuccinate-Fe Citrate,R1,"DL-Diamino-a,e-Pimelic acid",Nutritional supplement,C00680,CAS 2577-62-0,261.79873344810375,16.726849283804796,46.5,8278.448682107248,1,1,1
ECP2,hisJ,E. coli,D10,PM05,IF0a-NaSuccinate-Fe Citrate,R1,Cytosine,Nutritional supplement,C00380,CAS 71-30-7,256.3677306667054,15.363205229126862,46.0,8412.17158247182,1,1,1
ECP2,hisJ,E. coli,D11,PM05,IF0a-NaSuccinate-Fe Citrate,R1,Cytidine,Nutritional supplement,C00475,CAS 6018-48-0,253.17218757688045,17.56336501012609,48.0,8593.680469095356,1,1,1
ECP2,hisJ,E. coli,D12,PM05,IF0a-NaSuccinate-Fe Citrate,R1,2`-Deoxycytidine,Nutritional supplement,C00881,CAS 951-77-9,262.38150141990485,26.410648844327852,46.75,9474.775539235794,1,1,1
ECP2,hisJ,E. coli,E01,PM05,IF0a-NaSuccinate-Fe Citrate,R1,Putrescine,Nutritional supplement,C00134,CAS 333-93-7,257.74988860836913,18.617492230768164,44.0,8959.758948513027,1,1,1
